timestamp,pitch
02-02-2026 22:43,0
02-02-2026 22:43,-0.02
02-02-2026 22:43,-0.47
02-02-2026 22:43,-0.95
02-02-2026 22:43,-0.81
02-02-2026 22:43,-1.14
02-02-2026 22:43,-1.23
02-02-2026 22:43,-1.26
02-02-2026 22:43,-1.22
02-02-2026 22:43,-1.27
02-02-2026 22:43,-1.28
02-02-2026 22:43,-1.33
02-02-2026 22:43,-1.42
02-02-2026 22:43,-1.52
02-02-2026 22:43,-1.53
02-02-2026 22:43,-1.55
02-02-2026 22:43,-1.79
02-02-2026 22:43,-1.51
02-02-2026 22:43,-0.65
02-02-2026 22:43,1.09
02-02-2026 22:43,2.47
02-02-2026 22:43,3.32
02-02-2026 22:43,2.82
02-02-2026 22:43,3.19
02-02-2026 22:43,3.88
02-02-2026 22:43,5.57
02-02-2026 22:43,5.95
02-02-2026 22:43,3.39
02-02-2026 22:43,2.56
02-02-2026 22:43,0.09
02-02-2026 22:43,-0.12
02-02-2026 22:43,1.05
02-02-2026 22:43,2.85
02-02-2026 22:43,2.33
02-02-2026 22:43,1.05
02-02-2026 22:43,1.91
02-02-2026 22:43,2.91
02-02-2026 22:43,2.32
02-02-2026 22:43,1.92
02-02-2026 22:43,1.92
02-02-2026 22:43,2.04
02-02-2026 22:43,1.52
02-02-2026 22:43,1.62
02-02-2026 22:43,2.25
02-02-2026 22:43,3.06
02-02-2026 22:43,3.19
02-02-2026 22:43,3.18
02-02-2026 22:43,3.18
02-02-2026 22:43,3.59
02-02-2026 22:43,3.93
02-02-2026 22:43,3.82
02-02-2026 22:43,3.42
02-02-2026 22:43,2.86
02-02-2026 22:43,2.65
02-02-2026 22:43,2.5
02-02-2026 22:43,2.33
02-02-2026 22:43,1.8
02-02-2026 22:43,1.43
02-02-2026 22:43,3.64
02-02-2026 22:43,5.59
02-02-2026 22:43,6.79
02-02-2026 22:43,6.99
02-02-2026 22:43,6.18
02-02-2026 22:43,4.23
02-02-2026 22:43,1.94
02-02-2026 22:43,0.54
02-02-2026 22:43,-0.54
02-02-2026 22:43,-0.88
02-02-2026 22:43,-1.03
02-02-2026 22:43,1.89
02-02-2026 22:43,4.85
02-02-2026 22:43,10.12
02-02-2026 22:43,12.5
02-02-2026 22:43,11.05
02-02-2026 22:43,8.59
02-02-2026 22:43,8.29
02-02-2026 22:43,6.43
02-02-2026 22:43,4.58
02-02-2026 22:43,6.79
02-02-2026 22:43,6.84
02-02-2026 22:43,2.9
02-02-2026 22:43,-1.42
02-02-2026 22:43,0.17
02-02-2026 22:43,2.78
02-02-2026 22:43,6.01
02-02-2026 22:43,8.34
02-02-2026 22:43,9.73
02-02-2026 22:43,8.81
02-02-2026 22:43,6.93
02-02-2026 22:43,4.74
02-02-2026 22:43,3.73
02-02-2026 22:43,4.13
02-02-2026 22:43,5.29
02-02-2026 22:43,3.7
02-02-2026 22:43,-0.29
02-02-2026 22:43,-2.78
02-02-2026 22:43,-4.19
02-02-2026 22:43,-5.19
02-02-2026 22:43,-5.64
02-02-2026 22:43,-5.86
02-02-2026 22:43,-5.94
02-02-2026 22:43,-4.57
02-02-2026 22:43,-2.95
02-02-2026 22:43,-0.02
02-02-2026 22:43,1.69
02-02-2026 22:43,3.34
02-02-2026 22:43,3.47
02-02-2026 22:43,2.76
02-02-2026 22:43,3.47
02-02-2026 22:43,5.15
02-02-2026 22:43,4.82
02-02-2026 22:43,4.08
02-02-2026 22:43,3.13
02-02-2026 22:43,3.58
02-02-2026 22:43,6.98
02-02-2026 22:43,9.47
02-02-2026 22:43,8.44
02-02-2026 22:43,9.06
02-02-2026 22:43,10.23
02-02-2026 22:43,6.56
02-02-2026 22:43,5.54
02-02-2026 22:43,6.3
02-02-2026 22:43,2.03
02-02-2026 22:43,1.68
02-02-2026 22:43,1.83
02-02-2026 22:43,0.39
02-02-2026 22:43,1.61
02-02-2026 22:43,0.23
02-02-2026 22:43,-0.62
02-02-2026 22:43,-0.37
02-02-2026 22:43,-1.37
02-02-2026 22:43,0.38
02-02-2026 22:43,3.25
02-02-2026 22:43,1.99
02-02-2026 22:43,3.16
02-02-2026 22:43,3.73
02-02-2026 22:43,4.09
02-02-2026 22:43,6.39
02-02-2026 22:43,6.01
02-02-2026 22:43,3.49
02-02-2026 22:43,2.5
02-02-2026 22:43,1.03
02-02-2026 22:43,1.62
02-02-2026 22:43,4.41
02-02-2026 22:43,8.93
02-02-2026 22:43,13.55
02-02-2026 22:43,14.04
02-02-2026 22:43,12.3
02-02-2026 22:43,8.78
02-02-2026 22:43,6.24
02-02-2026 22:43,1.56
02-02-2026 22:43,-0.15
02-02-2026 22:43,-1.16
02-02-2026 22:43,-2.87
02-02-2026 22:43,-3
02-02-2026 22:43,-3.69
02-02-2026 22:43,3.77
26-02-2002 22:43,3.9
02-02-2026 22:43,5.97
02-02-2026 22:43,3.49
02-02-2026 22:43,1.8
02-02-2026 22:43,2.87
02-02-2026 22:43,0.66
02-02-2026 22:43,3.49
02-02-2026 22:43,3.9
02-02-2026 22:43,3.12
02-02-2026 22:43,0.51
02-02-2026 22:43,-1.81
02-02-2026 22:43,-2.17
02-02-2026 22:43,-1.9
02-02-2026 22:43,-1.11
02-02-2026 22:43,-0.24
02-02-2026 22:43,0.92
02-02-2026 22:43,3.36
02-02-2026 22:43,2.87
02-02-2026 22:43,2.15
02-02-2026 22:43,1.78
02-02-2026 22:43,1.51
02-02-2026 22:43,1.55
02-02-2026 22:43,1.53
02-02-2026 22:43,1.23
02-02-2026 22:43,0.81
02-02-2026 22:43,0.09
02-02-2026 22:43,-0.22
02-02-2026 22:43,-0.16
02-02-2026 22:43,-0.03
02-02-2026 22:43,0.47
02-02-2026 22:43,1.3
02-02-2026 22:43,2.78
02-02-2026 22:43,4.35
02-02-2026 22:43,5.5
02-02-2026 22:43,5.9
02-02-2026 22:43,5.86
02-02-2026 22:43,5.9
02-02-2026 22:44,5.46
02-02-2026 22:44,5.85
02-02-2026 22:44,6.3
02-02-2026 22:44,6.74
02-02-2026 22:44,7.11
02-02-2026 22:44,7
02-02-2026 22:44,6.98
02-02-2026 22:44,7.15
02-02-2026 22:44,6.8
02-02-2026 22:44,6.41
02-02-2026 22:44,4.79
02-02-2026 22:44,3.34
02-02-2026 22:44,2.37
02-02-2026 22:44,1.79
02-02-2026 22:44,1.63
02-02-2026 22:44,1.48
02-02-2026 22:44,1.61
02-02-2026 22:44,1.75
02-02-2026 22:44,1.79
02-02-2026 22:44,2.19
02-02-2026 22:44,2.79
02-02-2026 22:44,3.51
02-02-2026 22:44,4.01
02-02-2026 22:44,3.45
02-02-2026 22:44,3.11
02-02-2026 22:44,2.5
02-02-2026 22:44,1.81
02-02-2026 22:44,1.21
02-02-2026 22:44,1.15
02-02-2026 22:44,0.75
02-02-2026 22:44,0.52
02-02-2026 22:44,-0.33
02-02-2026 22:44,-0.89
02-02-2026 22:44,1.03
02-02-2026 22:44,4.74
02-02-2026 22:44,7.87
02-02-2026 22:44,8.93
02-02-2026 22:44,8.67
02-02-2026 22:44,8.75
02-02-2026 22:44,9.74
02-02-2026 22:44,10.7
02-02-2026 22:44,9.74
02-02-2026 22:44,9.02
02-02-2026 22:44,8.03
02-02-2026 22:44,8.02
02-02-2026 22:44,6.51
02-02-2026 22:44,5.65
02-02-2026 22:44,6.03
02-02-2026 22:44,6.09
02-02-2026 22:44,6.31
02-02-2026 22:44,5.33
02-02-2026 22:44,6.01
02-02-2026 22:44,4.51
02-02-2026 22:44,8.37
02-02-2026 22:44,11.39
02-02-2026 22:44,17.17
02-02-2026 22:44,16.06
02-02-2026 22:44,11.67
02-02-2026 22:44,7.8
02-02-2026 22:44,5.31
02-02-2026 22:44,2.48
02-02-2026 22:44,1.25
02-02-2026 22:44,3.31
02-02-2026 22:44,2.77
02-02-2026 22:44,2.19
02-02-2026 22:44,2.06
02-02-2026 22:44,-1.19
02-02-2026 22:44,-1.08
02-02-2026 22:44,1.28
02-02-2026 22:44,2.26
02-02-2026 22:44,3.98
02-02-2026 22:44,4.76
02-02-2026 22:44,4.19
02-02-2026 22:44,6.01
02-02-2026 22:44,7.25
02-02-2026 22:44,10.22
02-02-2026 22:44,8.62
02-02-2026 22:44,7.15
02-02-2026 22:44,6.54
02-02-2026 22:44,6.12
02-02-2026 22:44,4.74
02-02-2026 22:44,4.03
02-02-2026 22:44,6.22
02-02-2026 22:44,9.32
02-02-2026 22:44,10.64
02-02-2026 22:44,10.17
02-02-2026 22:44,8.67
02-02-2026 22:44,8.04
02-02-2026 22:44,8.68
02-02-2026 22:44,9.06
02-02-2026 22:44,8.18
02-02-2026 22:44,8.46
02-02-2026 22:44,9.56
02-02-2026 22:44,6.21
02-02-2026 22:44,6.16
02-02-2026 22:44,7.51
02-02-2026 22:44,7.2
02-02-2026 22:44,8.44
02-02-2026 22:44,8.61
02-02-2026 22:44,8.55
02-02-2026 22:44,7.52
02-02-2026 22:44,7.5
02-02-2026 22:44,7.43
02-02-2026 22:44,7.42
02-02-2026 22:44,8.08
02-02-2026 22:44,8.61
02-02-2026 22:44,8.31
02-02-2026 22:44,8.23
02-02-2026 22:44,8.53
02-02-2026 22:44,8.06
02-02-2026 22:44,8.42
02-02-2026 22:44,8.37
02-02-2026 22:44,6.87
02-02-2026 22:44,6.31
02-02-2026 22:44,6
02-02-2026 22:44,5.94
02-02-2026 22:44,6.66
02-02-2026 22:44,7.96
02-02-2026 22:44,6.93
02-02-2026 22:44,6.09
02-02-2026 22:44,4.51
02-02-2026 22:44,5
02-02-2026 22:44,5.52
02-02-2026 22:44,6.46
02-02-2026 22:44,7.67
02-02-2026 22:44,8.38
02-02-2026 22:44,8.82
02-02-2026 22:44,8.67
02-02-2026 22:44,7.18
02-02-2026 22:44,6.37
02-02-2026 22:44,6.48
02-02-2026 22:44,7.74
02-02-2026 22:44,7.72
02-02-2026 22:44,7.66
02-02-2026 22:44,8.1
02-02-2026 22:44,8.45
02-02-2026 22:44,10.42
02-02-2026 22:44,10.74
02-02-2026 22:44,10.76
02-02-2026 22:44,11.26
02-02-2026 22:44,11.45
02-02-2026 22:44,11.23
