timestamp,pitch
02-02-2026 22:56,0
02-02-2026 22:56,-0.24
02-02-2026 22:56,-0.65
02-02-2026 22:56,-1.03
02-02-2026 22:56,-1.14
02-02-2026 22:56,-0.99
02-02-2026 22:56,-0.92
02-02-2026 22:56,-0.66
02-02-2026 22:56,-0.89
02-02-2026 22:56,-0.56
02-02-2026 22:56,-0.07
02-02-2026 22:56,0.06
02-02-2026 22:56,-0.34
02-02-2026 22:56,-0.76
02-02-2026 22:56,-0.55
02-02-2026 22:56,1.23
02-02-2026 22:56,4.69
02-02-2026 22:56,6.36
02-02-2026 22:56,6.05
02-02-2026 22:56,3.66
02-02-2026 22:56,1.84
02-02-2026 22:56,0.57
02-02-2026 22:56,-1.77
02-02-2026 22:56,-1.81
02-02-2026 22:56,-0.17
02-02-2026 22:56,-1.31
02-02-2026 22:56,-2.4
02-02-2026 22:56,-2.91
02-02-2026 22:56,-2.93
02-02-2026 22:56,-2.2
02-02-2026 22:56,-2.22
02-02-2026 22:56,-1.42
02-02-2026 22:56,-0.05
02-02-2026 22:56,-0.83
02-02-2026 22:56,-4.05
02-02-2026 22:56,-7
02-02-2026 22:56,-7.42
02-02-2026 22:56,-8.42
02-02-2026 22:56,-11.33
02-02-2026 22:56,-12.39
02-02-2026 22:56,-9.87
02-02-2026 22:56,-5.99
02-02-2026 22:56,-2.89
02-02-2026 22:56,-1.2
02-02-2026 22:56,0.94
02-02-2026 22:56,4.25
02-02-2026 22:56,6.82
02-02-2026 22:56,5.98
02-02-2026 22:56,5.19
02-02-2026 22:56,3.89
02-02-2026 22:56,1.52
02-02-2026 22:56,-0.34
02-02-2026 22:56,-2.35
02-02-2026 22:56,-2.8
02-02-2026 22:56,-3.25
02-02-2026 22:56,-2.54
02-02-2026 22:56,-1.12
02-02-2026 22:56,-0.92
02-02-2026 22:56,-0.33
02-02-2026 22:56,0.59
02-02-2026 22:56,1.13
02-02-2026 22:56,1.49
02-02-2026 22:56,2.2
02-02-2026 22:56,1.92
02-02-2026 22:56,1.58
02-02-2026 22:56,1.6
02-02-2026 22:56,1.1
02-02-2026 22:56,-0.46
02-02-2026 22:56,0.12
02-02-2026 22:56,0.04
02-02-2026 22:56,0.14
02-02-2026 22:56,0.91
02-02-2026 22:56,0.78
02-02-2026 22:56,0.66
02-02-2026 22:56,-0.08
02-02-2026 22:56,-1.24
02-02-2026 22:56,-1.92
02-02-2026 22:56,-2.12
02-02-2026 22:56,-1.2
02-02-2026 22:56,-0.05
02-02-2026 22:56,-0.09
02-02-2026 22:56,-0.75
02-02-2026 22:56,-1.02
02-02-2026 22:56,-0.46
02-02-2026 22:56,-0.92
02-02-2026 22:56,-0.93
02-02-2026 22:56,-0.1
02-02-2026 22:56,0.9
02-02-2026 22:56,1.18
02-02-2026 22:56,1.43
02-02-2026 22:56,1.65
02-02-2026 22:56,1.64
02-02-2026 22:56,1.05
02-02-2026 22:56,0.53
02-02-2026 22:56,0.29
02-02-2026 22:56,0.66
02-02-2026 22:56,0.37
02-02-2026 22:56,-0.9
02-02-2026 22:56,-1.4
02-02-2026 22:56,-0.35
02-02-2026 22:56,1.15
02-02-2026 22:56,2.04
02-02-2026 22:56,0.77
02-02-2026 22:56,1.81
02-02-2026 22:56,2.39
02-02-2026 22:56,3.22
02-02-2026 22:56,3.32
02-02-2026 22:56,2.82
02-02-2026 22:56,2.36
02-02-2026 22:56,2.23
02-02-2026 22:56,2.08
02-02-2026 22:56,1.36
02-02-2026 22:56,0.84
02-02-2026 22:56,0.96
02-02-2026 22:56,1.41
02-02-2026 22:56,1.3
02-02-2026 22:56,0.1
02-02-2026 22:56,-0.48
02-02-2026 22:56,-0.29
02-02-2026 22:56,0.18
02-02-2026 22:56,0.58
02-02-2026 22:56,-0.2
02-02-2026 22:56,-0.66
02-02-2026 22:56,-1.41
02-02-2026 22:56,-2.25
02-02-2026 22:56,-2.81
02-02-2026 22:56,-2.47
02-02-2026 22:56,-2.7
02-02-2026 22:56,-3.41
02-02-2026 22:56,-4.43
02-02-2026 22:56,-4.78
02-02-2026 22:56,-4.86
02-02-2026 22:56,-4.4
02-02-2026 22:56,-3.69
02-02-2026 22:56,-3.17
02-02-2026 22:56,-3.16
02-02-2026 22:56,-2.24
02-02-2026 22:56,-1.43
02-02-2026 22:56,-1.17
02-02-2026 22:56,-0.49
02-02-2026 22:56,0.4
02-02-2026 22:56,1.29
02-02-2026 22:56,1.74
02-02-2026 22:56,0.35
02-02-2026 22:56,-0.3
02-02-2026 22:56,0.19
02-02-2026 22:56,2.94
02-02-2026 22:56,9.51
02-02-2026 22:56,13.48
02-02-2026 22:56,11.9
02-02-2026 22:56,7.5
02-02-2026 22:56,3.58
02-02-2026 22:56,-0.16
02-02-2026 22:56,-4.12
02-02-2026 22:56,-7.25
02-02-2026 22:56,-9.43
02-02-2026 22:56,-10.91
02-02-2026 22:56,-11.88
02-02-2026 22:56,-11.59
02-02-2026 22:56,-10.84
02-02-2026 22:56,-9.27
02-02-2026 22:56,-7.76
02-02-2026 22:56,-5.69
02-02-2026 22:56,-7.08
02-02-2026 22:56,-8.69
02-02-2026 22:56,-7.81
02-02-2026 22:56,-8.07
02-02-2026 22:56,-9.29
02-02-2026 22:56,-9.57
02-02-2026 22:56,-10
02-02-2026 22:56,-10.23
02-02-2026 22:56,-9.86
02-02-2026 22:56,-11.15
02-02-2026 22:56,-12.18
02-02-2026 22:56,-11.12
02-02-2026 22:56,-10.51
02-02-2026 22:56,-8.97
02-02-2026 22:56,-7.47
02-02-2026 22:56,-8.74
02-02-2026 22:56,-9.57
02-02-2026 22:56,-8.9
02-02-2026 22:56,-9.54
02-02-2026 22:56,-8
02-02-2026 22:56,-7.51
02-02-2026 22:56,-9.7
02-02-2026 22:56,-9.69
02-02-2026 22:56,-9.47
02-02-2026 22:56,-8.62
02-02-2026 22:56,-7.07
02-02-2026 22:56,-6.72
02-02-2026 22:56,-6.47
02-02-2026 22:56,-7.17
02-02-2026 22:56,-7.75
02-02-2026 22:56,-8.92
02-02-2026 22:56,-8.47
02-02-2026 22:56,-7.83
02-02-2026 22:56,-6.52
02-02-2026 22:56,-4.71
02-02-2026 22:56,-3.7
02-02-2026 22:56,-4.44
02-02-2026 22:56,-3.88
02-02-2026 22:56,-4.81
02-02-2026 22:56,-4.46
02-02-2026 22:56,-3.93
02-02-2026 22:56,-3.84
02-02-2026 22:56,-4.18
02-02-2026 22:56,-6.2
02-02-2026 22:56,-6.58
02-02-2026 22:56,-6.75
02-02-2026 22:56,-7.28
02-02-2026 22:56,-8.16
02-02-2026 22:56,-8.86
02-02-2026 22:56,-9.14
02-02-2026 22:56,-8.81
02-02-2026 22:56,-8.29
02-02-2026 22:56,-7.25
02-02-2026 22:56,-6.3
02-02-2026 22:56,-5.1
02-02-2026 22:56,-3.85
02-02-2026 22:56,-2.73
02-02-2026 22:56,-4.22
02-02-2026 22:56,-4.3
02-02-2026 22:56,-4.39
02-02-2026 22:56,-3.88
02-02-2026 22:56,-3.82
02-02-2026 22:56,-3.75
